File_Name;Object_Name;Object_Id;IFC_Element;Diameter;Elevation;Pipe_Usage;Pipe_type;Xmin;Ymin;Xmax;Ymax;Project;Building;Floor;Room
MA_TGA;pipe;P169;IfcFlowElement;300;0;cold;Heating;1949;2293;2185;2293;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P170;IfcFlowElement;300;0;cold;Heating;2265;2258;2307;2258;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P171;IfcFlowElement;300;0;cold;Heating;2472;2174;2909;2174;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P172;IfcFlowElement;300;0;cold;Heating;2407;2175;2441;2175;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P173;IfcFlowElement;300;0;cold;Heating;2337;2175;2388;2175;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P174;IfcFlowElement;300;0;cold;Heating;2432;2140;2592;2140;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P175;IfcFlowElement;300;0;cold;Heating;2320;2140;2401;2140;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P176;IfcFlowElement;300;0;cold;Heating;5502;293;5842;293;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P177;IfcFlowElement;300;0;cold;Heating;5503;222;5842;222;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P178;IfcFlowElement;300;0;cold;Heating;1553;5546;1553;5579;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P179;IfcFlowElement;300;0;cold;Heating;2133;5532;2133;5580;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P180;IfcFlowElement;300;0;cold;Heating;2216;5528;2216;5581;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P181;IfcFlowElement;300;0;cold;Heating;2099;5450;2099;5581;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P182;IfcFlowElement;300;0;cold;Heating;2216;5425;2216;5526;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P183;IfcFlowElement;300;0;cold;Heating;2099;5404;2099;5448;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P184;IfcFlowElement;300;0;cold;Heating;2216;5378;2216;5423;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P185;IfcFlowElement;300;0;cold;Heating;2216;5330;2216;5376;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P186;IfcFlowElement;300;0;cold;Heating;1553;5321;1553;5544;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P187;IfcFlowElement;300;0;cold;Heating;2216;5275;2216;5328;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P188;IfcFlowElement;300;0;cold;Heating;2099;5225;2099;5401;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P189;IfcFlowElement;300;0;cold;Heating;1553;5218;1553;5319;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P190;IfcFlowElement;300;0;cold;Heating;2216;5200;2216;5273;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P191;IfcFlowElement;300;0;cold;Heating;2216;5153;2216;5197;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P192;IfcFlowElement;300;0;cold;Heating;2099;5130;2099;5223;Excel-IFC-Translater;OTH;3;G201
